PlayerId;TeamId;FranchiseId;GP;G;A;+/-;PIM;PP G;PP A;SH G;SH A;Fights;Fights_Won;HIT;GvA;TkA;SB;GR;Game Rating Off;Game Rating Def;SOG;TOI;PPTOI;SHTOI;PDO;GF/60;GA/60;SF/60;SA/60;CF;CA;CF%;CF% rel;FF;FA;FF%;FF% rel;GWG;FO;FOW
4487;122;122;28;5;9;3;7;0;0;0;1;1;0;20;10;7;3;64;60;59;36;15658;1823;1567;102.8;3.7;2.8;30.8;30.3;213;203;51.2;0.3;156;146;51.7;2.7;0;36;17
5241;3;3;26;0;5;17;15;0;0;0;0;1;0;19;5;9;21;57;52;62;21;23080;148;1162;104.7;4.7;2.0;31.4;19.8;332;266;55.5;0.2;227;152;59.9;0.7;0;0;0
5073;121;121;26;3;11;-8;14;0;1;1;0;0;0;32;6;14;24;63;58;62;31;29378;1968;1497;96.8;2.9;3.7;29.8;28.2;455;360;55.8;3.0;295;273;51.9;1.0;1;0;0
4945;130;130;5;0;2;0;2;0;0;0;2;0;0;2;5;3;0;60;52;69;6;3443;26;161;92.0;0.0;2.1;17.8;26.1;33;42;44.0;-2.4;22;26;45.8;-3.3;0;41;25
4488;130;130;28;4;9;-2;17;0;0;0;1;1;0;36;17;15;11;61;56;64;36;23896;796;2855;101.5;2.4;2.9;19.3;25.9;228;266;46.2;0.3;157;191;45.1;-2.0;1;83;39
3869;131;131;28;2;5;-2;24;2;1;0;1;2;0;32;4;10;62;61;52;70;23;29662;1847;2275;102.1;2.7;3.2;25.2;37.4;382;507;43.0;-1.4;250;351;41.6;-2.8;0;0;0
4742;119;119;27;3;7;-13;23;1;3;1;0;1;1;50;13;14;6;69;63;69;47;24646;6174;1038;93.7;1.3;3.1;17.5;22.2;241;245;49.6;6.0;142;169;45.7;1.3;0;26;11
4609;119;119;27;5;7;-16;31;1;4;1;1;1;0;23;20;20;9;65;59;71;38;25494;6107;1618;90.3;1.1;3.4;18.4;21.3;252;242;51.0;8.1;156;167;48.3;5.1;1;402;243
4490;123;123;28;1;12;-12;56;1;1;0;0;3;1;54;7;23;34;65;58;70;51;33934;5455;1275;99.6;2.4;3.7;21.4;31.4;356;479;42.6;-4.4;233;347;40.2;-5.0;0;0;0
4157;131;131;28;4;11;-4;21;0;0;0;0;1;0;27;13;8;19;63;62;60;35;27761;1093;69;102.3;2.7;3.1;24.1;34.8;332;462;41.8;-3.0;223;307;42.1;-1.9;1;13;6
5416;130;130;28;4;8;-3;21;2;6;0;0;1;0;50;17;11;15;66;59;71;36;16525;6882;399;100.5;1.7;1.7;22.9;24.4;165;179;48.0;2.5;123;125;49.6;3.7;1;1;0
5075;0;0;25;22;14;11;18;10;8;0;0;0;0;29;20;15;13;75;70;74;77;27007;5152;411;104.3;3.5;1.7;29.3;23.2;365;302;54.7;-0.1;269;201;57.2;1.4;2;424;229
