Game Id;PlayerId;TeamId;Game Rating;SA;GA;SV;SV%;TOI;PIM
7291;3541;121;0;0;0;0;.00nan;0;0
7291;4048;118;0;0;0;0;.00nan;0;0
7291;5060;118;46;23;4;19;.826;3534300;0
7291;3679;121;63;24;3;21;.875;3600000;0
7334;4142;120;70;22;2;20;.909;3600000;0
7334;4933;122;68;15;1;14;.933;3600000;0
7334;4051;122;0;0;0;0;.00nan;0;0
7334;4958;120;0;0;0;0;.00nan;0;0
7668;4142;120;97;17;0;17;1.000;3600000;0
7668;4472;123;0;0;0;0;.00nan;0;0
7668;4603;123;82;25;1;24;.960;3557350;0
7668;4958;120;0;0;0;0;.00nan;0;0
7674;4598;9;37;22;5;17;.773;3600000;0
7674;3955;8;50;37;6;31;.838;3577300;0
7674;5090;8;0;0;0;0;.00nan;0;0
7674;2961;9;0;0;0;0;.00nan;0;0
7434;4343;5;0;0;0;0;.00nan;0;0
7434;4150;0;0;0;0;0;.00nan;0;0
7434;4960;0;92;27;1;26;.963;3600000;0
7434;4379;5;70;24;2;22;.917;3530050;0
7474;4472;123;75;32;3;29;.906;3600000;0
7474;4933;122;60;21;3;18;.857;3600000;0
7474;4051;122;0;0;0;0;.00nan;0;0
7474;4603;123;0;0;0;0;.00nan;0;0
7343;4598;9;67;33;4;29;.879;3551800;0
7343;3139;10;0;0;0;0;.00nan;0;0
7343;5106;10;72;23;2;21;.913;3600000;0
7343;2961;9;0;0;0;0;.00nan;0;0
7321;4735;3;44;14;3;11;.786;3600000;0
7321;4616;119;0;0;0;0;.00nan;0;0
7321;5103;119;53;31;5;26;.839;3571850;0
7321;2959;3;0;0;0;0;.00nan;0;0
7333;4343;5;66;15;1;14;.933;3512050;0
7333;4933;122;100;49;0;49;1.000;3600000;0
7333;4051;122;0;0;0;0;.00nan;0;0
7333;4379;5;0;0;0;0;.00nan;0;0
7681;4150;0;0;0;0;0;.00nan;0;0
7681;4616;119;0;0;0;0;.00nan;0;0
7681;4960;0;89;16;0;16;1.000;3600000;0
7681;5103;119;54;27;4;23;.852;3600000;0
7322;3541;121;0;0;0;0;.00nan;0;0
7322;4048;8;0;0;0;0;.00nan;0;0
7322;3679;121;52;20;3;17;.850;3576700;0
