PlayerId;Year;TeamId;LeagueId;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
533;1979;25;0;7;1;3;14;-6;0;0;0;1;52;0;8;5;4;14;6;3;1;5840;343;478;2;1
533;1980;15;0;7;1;1;2;3;0;0;1;0;60;0;8;27;8;12;7;2;5;4068;0;1178;0;0
533;1981;15;0;7;2;0;0;-4;0;0;0;0;60;0;5;23;7;8;6;3;6;3592;34;1108;0;0
533;1982;15;0;7;0;1;5;2;0;0;0;0;59;0;3;20;7;8;8;0;5;3730;0;795;1;1
533;1983;15;0;7;0;4;0;1;0;0;0;0;59;0;5;2;2;12;6;4;0;4068;0;1009;0;0
533;1984;15;0;7;0;0;17;0;0;0;0;0;66;0;1;4;0;14;7;6;3;2729;0;1386;3;2
533;1985;15;0;7;0;1;4;0;0;0;0;0;62;0;5;4;3;11;4;2;5;4531;18;282;0;0
539;1986;222;9;5;2;0;30;4;0;0;0;0;66;0;10;0;0;25;1;3;2;5007;83;608;4;2
539;1985;304;12;6;1;3;22;1;1;0;0;0;69;0;7;0;0;28;2;1;4;5430;280;637;2;0
539;1984;304;12;7;1;1;33;2;0;1;0;0;68;1;11;0;0;43;6;3;9;7734;737;1038;0;0
539;1979;22;9999;5;2;5;15;-1;0;0;0;0;47;0;3;0;0;18;0;0;9;5607;91;443;1;0
539;1979;22;0;6;0;2;30;4;0;0;0;0;67;0;8;0;0;12;0;1;3;6392;10;471;5;3
539;1980;22;0;7;0;3;109;-4;0;0;0;0;76;0;8;0;0;11;3;10;11;6178;1024;1026;12;8
539;1981;22;0;7;0;4;41;-6;0;0;0;0;56;0;9;0;0;10;4;4;9;6319;869;938;4;4
559;1985;305;12;4;0;1;11;-2;0;0;0;0;66;0;5;0;0;18;0;0;5;3270;86;576;1;0
559;1984;305;12;7;1;2;20;-4;1;1;0;0;61;0;10;0;0;10;2;1;10;6630;55;811;2;1
559;1983;256;10;2;0;1;2;-1;0;0;0;0;66;0;3;0;0;5;0;0;9;2179;81;97;0;0
559;1980;224;9;4;1;2;7;-2;0;0;0;0;59;0;7;0;0;3;4;0;6;4098;155;391;1;0
559;1981;224;9;7;0;3;8;2;0;0;0;0;67;0;7;0;0;12;1;0;9;7012;593;372;0;0
559;1982;226;9;3;0;2;4;-4;0;0;0;0;53;0;0;0;0;7;2;0;6;3181;74;121;0;0
598;1986;236;9;5;1;1;0;4;0;0;0;0;61;0;10;65;22;9;3;3;4;4025;129;1160;0;0
598;1979;25;9999;5;4;9;2;0;0;1;2;1;61;0;5;16;6;25;2;2;2;4967;497;661;0;0
598;1979;25;0;7;3;1;6;-1;0;0;2;0;66;1;17;15;7;20;5;4;3;6775;1257;422;0;0
598;1980;15;0;7;2;4;2;3;0;0;0;1;60;0;13;63;33;2;5;1;8;4560;0;668;0;0
598;1981;15;0;7;1;0;7;-3;0;0;0;0;56;0;10;59;16;5;4;1;1;4511;53;953;1;0
598;1982;15;0;7;4;3;0;4;0;0;1;0;66;0;13;57;23;7;3;3;5;5009;94;1025;0;0
598;1983;15;0;7;3;6;2;5;0;1;0;0;63;0;13;38;20;13;7;3;0;5971;478;1006;0;0
598;1984;15;0;7;1;0;2;-3;0;0;0;0;68;0;6;101;34;6;5;3;10;6101;627;1433;0;0
598;1985;15;0;7;2;0;4;0;0;0;0;0;68;0;12;78;32;4;6;7;7;4291;0;1428;0;0
626;1985;290;12;7;1;3;2;-1;1;2;0;0;59;0;8;66;38;2;5;1;0;3659;1294;45;0;0
626;1984;290;12;7;0;4;8;4;0;1;0;0;54;0;6;65;32;4;3;0;2;5004;42;364;0;0
626;1983;218;9;4;1;1;14;-1;0;0;0;0;58;0;7;32;14;0;1;3;0;2550;639;0;0;0
626;1982;222;9;6;2;0;0;-4;0;0;0;0;61;0;14;36;21;0;2;3;5;5397;146;349;0;0
626;1981;223;9;2;0;3;0;-2;0;0;0;0;66;0;3;34;18;1;0;0;2;1883;341;121;0;0
626;1980;223;9;4;0;0;0;0;0;0;0;0;60;0;7;49;27;3;3;1;3;3319;665;0;0;0
626;1979;223;9;7;3;5;6;8;0;2;0;0;68;1;20;89;57;6;3;1;4;5531;1477;318;0;0
696;1985;294;12;6;1;0;2;2;0;0;0;0;59;0;11;8;2;3;3;0;4;3806;1084;424;0;0
